OBJECTID,Place,תאריך,שעות שהייה,lng,lat
1276369,"הלן קלר 13, לוד",28/6/2020,20:00 - 23:00,34.88941530000010,31.960558800000100
1276370,"המסגר 6, לוד",30/6/2020,20:00 - 23:00,34.89217260000000,31.965003800000000
1276371,"המסגר 6, לוד",1/7/2020,20:00 - 23:00,34.89217260000000,31.965003800000000
1276372,BIG ביג באר שבע - באר שבע,28/6/2020,11:00 - 11:30,34.81085200000010,31.242637600000000
1276373,אזור תעשייה עמק שרה - באר שבע,28/6/2020,12:00 - 13:30,34.809083000000000,31.227198000000000
1276374,מבנה באר שבע - באר שבע,28/6/2020,10:00 - 11:00,34.81205350000010,31.24612590000000
1276375,סופר-פארם סוקולוב הרצליה - הרצליה,30/6/2020,12:00 - 15:00,34.84129500000010,32.16739970000000
1276376,גוד פארם - הרצליה,30/6/2020,12:00 - 15:00,34.84619550000010,32.167257300000100
1276377,לשכת גיוס - ירושלים,28/6/2020,09:00 - 15:00,35.207686600000000,31.788212000000000
1276378,בורגוס בורגר בר - פתח תקווה,28/6/2020,22:00 - 23:30,34.860595800000100,32.08726790000000
1276379,מאמי'ס - פתח תקווה,29/6/2020,12:30 - 13:30,34.898493200000100,32.073464100000000
1276380,אצל עובד בכפר - אור יהודה,2/7/2020,22:00 - 23:30,34.86770730000010,32.022970900000100
1276381,תמרה פתח תקווה - פתח תקווה,29/6/2020,23:30 - 00:00,34.86021130000010,32.09002870000010
1276382,תמרה פתח תקווה - פתח תקווה,29/6/2020,00:00 - 00:10,34.86021130000010,32.09002870000010
1276383,שוק רמלה - רמלה,29/6/2020,10:00 - 11:30,34.873676000000000,31.92393400000000
1276384,אלדו גלידריה - ירושלים,28/6/2020,22:30 - 23:00,35.212796000000000,31.78410450000010
1276385,Takedown Hasharon - אבן יהודה,29/6/2020,19:00 - 21:00,34.89002420000000,32.279372600000000
1276386,קניון עיר ימים - נתניה,29/6/2020,21:30 - 22:30,34.847047400000100,32.27914260000010
1276387,עראיס מחנה יהודה - ירושלים,28/6/2020,23:30 - 23:59,35.21153520000010,31.78432010000010
1276388,כותל המערבי - ירושלים,28/6/2020,12:30 - 13:30,35.23450850000010,31.77671890000010
1276389,GOAT TLV | גואט תל אביב - תל אביב יפו,30/6/2020,18:00 - 23:30,34.771961900000100,32.062941900000100
1276390,הרמוניה בגן צומת כנות - גדרה,28/6/2020,19:00 - 22:30,34.781964800000000,31.802391700000000
1276391,"קהילת סלוניקי 11, תל אביב יפו",29/6/2020,09:00 - 10:00,34.79768000000010,32.06764480000000
1276392,Swift Netanya - נתניה,30/6/2020,14:00 - 15:00,34.84706760000010,32.279156700000000
1276393,קניון עיר ימים - נתניה,29/6/2020,13:00 - 15:00,34.847047400000100,32.27914260000010
1276394,חצי חינם/המרכבה - חולון,1/7/2020,14:00 - 14:30,34.80814000000000,32.01049400000010
1276395,מועדון סוויפט - ראש העין,2/7/2020,12:00 - 14:30,34.97365680000010,32.09351740000010
1276396,יוחננוף - תל אביב יפו,3/7/2020,08:00 - 09:00,34.791733400000100,32.062360700000100
1276397,Pink Room Zafon - תל אביב יפו,1/7/2020,10:00 - 11:00,34.791114900000000,32.11437960000010
1276398,"בי""ס שק""ד שדה אליהו - שדה אליהו",29/6/2020,16:45 - 17:45,35.510682400000100,32.44209410000010
1276399,"קניון הממתקים ביל""ו - קרית עקרון",1/7/2020,17:00 - 17:30,34.817876900000000,31.86272730000010
1276400,כולי עלמא - תל אביב יפו,27/6/2020,02:00 - 04:00,34.77488550000000,32.06222020000010
1276401,"בית חולים רמב""ם - חיפה",28/6/2020,08:00 - 14:00,34.985429700000100,32.832016700000100
1276402,"ליאם נחמיאס חברה לבניין HIGH GROUP בע""מ - תל אביב יפו",28/6/2020,08:00 - 17:00,34.79634400000000,32.072200000000100
1276403,עיריית כפר קאסם - כפר קאסם,28/6/2020,07:30 - 16:00,34.97582550000000,32.11419070000010
1276404,בורגר סאלון - קדימה צורן,30/6/2020,20:00 - 23:00,34.89791500000010,32.28760600000000
1276405,Pink Room Zafon - תל אביב יפו,1/7/2020,09:00 - 10:00,34.791114900000000,32.11437960000010
1276406,בוטיק הפיתה - אשדוד,28/6/2020,13:00 - 20:30,34.631988500000000,31.780778500000100
1276407,בוטיק הפיתה - אשדוד,28/6/2020,06:30 - 13:30,34.631988500000000,31.780778500000100
1276408,קניון G - כפר סבא,2/7/2020,13:00 - 16:00,34.92624260000010,32.17113090000000
1276409,קפה רוטשילד קרית השרון - נתניה,2/7/2020,17:30 - 19:00,34.869091000000000,32.30693820000010
1276410,Hoodies - רמת ישי,1/7/2020,13:00 - 14:30,35.17338700000010,32.70698120000000
1276411,אמריקן איגל - עפולה,1/7/2020,11:30 - 12:00,35.312540700000100,32.61906080000010
1276412,הודיס - עפולה,1/7/2020,11:30 - 12:30,35.312540700000100,32.61906080000010
1276413,סופר פארם - רמת ישי,1/7/2020,13:00 - 14:30,35.17380010000010,32.70743900000010
1276414,מסעדה אחים עדוי - קרית טבעון,1/7/2020,14:00 - 14:30,35.12496500000000,32.71535620000000
1276415,שופרסל קרינצי שלי - רמת גן,2/7/2020,07:00 - 08:00,34.84961990000010,32.055389200000000
1276416,בית חולים מאיר - כפר סבא,2/7/2020,08:00 - 12:30,34.89548680000010,32.182323100000100
1276417,כל בו חצי חינם - הוד השרון,28/6/2020,07:00 - 15:00,34.90192600000010,32.132119000000000
1276418,כל בו חצי חינם - הוד השרון,29/6/2020,10:00 - 22:00,34.90192600000010,32.132119000000000
1276419,כל בו חצי חינם - הוד השרון,1/7/2020,10:00 - 22:00,34.90192600000010,32.132119000000000
1276420,ספייס Fix תל אביב - ירקון - תל אביב יפו,29/6/2020,20:00 - 21:00,34.76701450000010,32.076985000000000
1276421,קפה שקד - תל אביב יפו,28/6/2020,10:00 - 16:30,34.75666290000000,32.052701600000000
1276422,סלאס Selas - תל אביב יפו,30/6/2020,18:30 - 22:30,34.75505930000000,32.05303210000010
1276423,ספארי - רמת גן,29/6/2020,10:00 - 13:00,34.826319700000100,32.05269320000010
1276424,קניון כפר סבא הירוקה - כפר סבא,30/6/2020,10:30 - 13:00,34.89136680000010,32.192003200000000
1276425,גלידה אלדו מודיעין - כשר - מודיעין מכבים רעות,29/6/2020,19:00 - 21:30,35.00587900000010,31.88507480000000
1276426,וופל בר ראש העין - ראש העין,29/6/2020,13:00 - 14:00,34.941550300000100,32.106425700000000
1276427,מלון מנדרין - תל אביב יפו,29/6/2020,07:30 - 09:30,34.79337060000010,32.14336060000010
1276428,הילטון תל אביב - תל אביב יפו,2/7/2020,10:00 - 14:00,34.770897400000000,32.08917450000010
1276429,קניון מלחה ירושלים - ירושלים,28/6/2020,12:00 - 14:00,35.187194900000100,31.75154100000000
1276430,הבוסתן - Secret Garden - תל אביב יפו,27/6/2020,01:00 - 01:30,34.76155890000010,32.05821140000010
1276431,GOAT TLV | גואט תל אביב - תל אביב יפו,28/6/2020,22:30 - 23:30,34.771961900000100,32.062941900000100
1276432,אולמי אמביינטה - רמלה,28/6/2020,21:00 - 23:00,34.87946180000010,31.931186100000000
1276433,"יהודה הלוי 66, תל אביב יפו",27/6/2020,00:00 - 02:00,34.77945340000010,32.06660380000010
1276434,כל-בו חצי חינם - ראשון לציון,1/7/2020,10:00 - 11:00,34.76814030000000,31.989577100000100
1276435,"בית משפט השלום, בית שאן - בית שאן",29/6/2020,12:00 - 12:30,35.49322980000010,32.502567200000000
1276436,ארומה - צומת רופין,28/6/2020,12:00 - 13:30,34.908543000000100,32.34500000000000
1276437,קניון שבעת הכוכבים - הרצליה,28/6/2020,12:00 - 12:15,34.82393970000000,32.16506030000010
1276438,קניון TLV - תל אביב יפו,30/6/2020,09:30 - 13:00,34.786339600000100,32.06907730000010
1276439,בית הכנסת משכן אליהו - חולון,29/6/2020,06:00 - 21:00,34.76527200000000,32.00647330000000
1276440,ארקפה - גבעתיים,28/6/2020,12:00 - 13:00,34.80926470000000,32.06670850000010
1276441,קסטרו - גבעתיים,28/6/2020,13:00 - 13:15,34.81017710000000,32.06680320000000
1276442,מקס סטוק פולג - נתניה,29/6/2020,12:00 - 13:00,34.862473700000100,32.27635360000010
1276443,יוחננוף יד אליהו - תל אביב יפו,28/6/2020,10:30 - 12:00,34.79199690000010,32.06339220000010
1276444,עיריית כפר קאסם - כפר קאסם,28/6/2020,07:30 - 16:00,34.97582550000000,32.11419070000010
1276445,עיריית כפר קאסם - כפר קאסם,29/6/2020,07:00 - 16:00,34.97582550000000,32.11419070000010
1276446,בית העלמין סגולה בפתח תקווה - פתח תקווה,28/6/2020,14:00 - 16:00,34.88797590000010,32.10336660000010
1276447,Hotel BoBo - תל אביב יפו,30/6/2020,23:00 - 23:30,34.77418000000010,32.062744000000100
1276448,דרמה בר - תל אביב יפו,30/6/2020,02:00 - 04:00,34.77146730000000,32.06358760000010
1276449,"שופרסל דיל ראשל""צ - Rishon LeTsiyon",1/7/2020,18:00 - 19:00,34.78285390000010,31.98021760000010
1276450,נאמוס - הרצליה,30/6/2020,21:00 - 23:30,34.795364300000100,32.16442820000000
1276451,ביג קסטינה - באר טוביה,28/6/2020,11:30 - 12:00,34.75504790000010,31.728017100000000
1276452,נעלי סטפס - אשדוד,28/6/2020,12:30 - 13:00,34.660699900000100,31.79171690000000
1276453,קניון דרורים - בני דרור,2/7/2020,09:00 - 16:00,34.893979400000000,32.26004880000010
1276454,קניון דרורים - בני דרור,1/7/2020,09:00 - 21:30,34.893979400000000,32.26004880000010
1276455,קניון דרורים - בני דרור,29/6/2020,09:00 - 21:00,34.893979400000000,32.26004880000010
1276456,קניון דרורים - בני דרור,30/6/2020,09:00 - 16:00,34.893979400000000,32.26004880000010
1276457,קניון דרורים - בני דרור,28/6/2020,09:00 - 16:00,34.893979400000000,32.26004880000010
1276458,קניון ראשונים - ראשון לציון,3/7/2020,09:00 - 10:30,34.80302180000010,31.95039250000010
1276459,השטיח האדום - ראשון לציון,3/7/2020,11:00 - 12:00,34.76603430000010,31.990324800000100
1276460,סופר קליק גדרה - גדרה,2/7/2020,20:00 - 21:30,34.77960910000010,31.817178900000000
1276461,"קפה קפה, בת ים - בת ים",30/6/2020,20:00 - 23:30,34.739253000000100,32.019538400000000
1276462,"קפה קפה, בת ים - בת ים",28/6/2020,19:00 - 20:00,34.739253000000100,32.019538400000000
1276463,יוחננוף - אור יהודה,29/6/2020,12:30 - 13:30,34.85821200000000,32.02263130000010
1276464,סיפור חוזר אשקלון - אשקלון,28/6/2020,13:30 - 14:00,34.57508240000000,31.69726440000010
1276465,ביג קסטינה - באר טוביה,28/6/2020,08:00 - 08:30,34.75504790000010,31.728017100000000
1276466,בית הפיתה ליז - לוד,29/6/2020,16:30 - 16:40,34.890111700000000,31.94805230000000
1276467,הפי מרקט - באר יעקב,1/7/2020,17:30 - 17:45,34.843442700000000,31.941910500000100
1276468,הפי מרקט - באר יעקב,2/7/2020,17:30 - 17:45,34.843442700000000,31.941910500000100
1276469,דרמה בר - תל אביב יפו,1/7/2020,00:00 - 02:30,34.77146730000000,32.06358760000010
1276470,"מתנ""ס נאות הרצל - נתניה",30/6/2020,18:00 - 19:00,34.86933940000010,32.33388860000010
1276471,כללית מרפאת מגדל המאה - תל אביב יפו,1/7/2020,13:00 - 13:30,34.782392300000000,32.08695570000000
1276472,קניון ארנה הרצליה - הרצליה,30/6/2020,14:00 - 15:00,34.79689350000010,32.163649400000100
1276473,"יהלום 25, שערי תקווה",28/6/2020,18:00 - 18:30,35.02655940000010,32.12321160000010
1276474,קניון עופר רחובות - רחובות,29/6/2020,18:00 - 20:00,34.80682420000010,31.89330680000010
1276475,ממוס מסעדה תוניסאית - באר שבע,30/6/2020,14:45 - 15:30,34.79768430000010,31.249005800000100
1276476,ברכל - אלעד,30/6/2020,16:00 - 17:30,34.959981500000000,32.05126700000010
1276477,"המייסדים 33, זכרון יעקב",29/6/2020,12:00 - 13:00,34.953908900000000,32.57219280000000
1276478,סטולרו - תל אביב יפו,27/6/2020,00:00 - 00:30,34.76836410000000,32.08575010000000
1276479,זארה - תל אביב יפו,1/7/2020,14:00 - 15:00,34.78354570000010,32.068674900000100
1276480,Beit Gadi Medical Center - נתניה,30/6/2020,10:30 - 12:00,34.87521970000010,32.325441400000000
1276481,א.ל.מ - בני ברק,28/6/2020,17:15 - 18:30,34.82792980000010,32.098603000000000
1276482,מרפאת כללית סמייל מודיעין עילית - מודיעין עילית,29/6/2020,10:00 - 12:30,35.03865420000010,31.930604800000000
1276483,יינות ביתן - מודיעין מכבים רעות,29/6/2020,19:00 - 20:00,35.00357840000000,31.91334050000010
1276484,מרפאת כללית סמייל מודיעין עילית - מודיעין עילית,29/6/2020,18:30 - 19:00,35.03865420000010,31.930604800000000
1276485,צ'יקטי - תל אביב יפו,29/6/2020,20:30 - 23:00,34.77857370000000,32.06564210000010
1276486,מתחת לעץ - תל אביב יפו,30/6/2020,13:30 - 14:30,34.774161400000000,32.090174700000000
1276487,בית כנסת אור ציון - חולון,28/6/2020,08:00 - 09:00,34.78085440000010,32.01479800000000
1276488,בית כנסת אור ציון - חולון,29/6/2020,08:00 - 09:00,34.78085440000010,32.01479800000000
1276489,בית כנסת אור ציון - חולון,30/6/2020,08:00 - 09:00,34.78085440000010,32.01479800000000
1276490,בית כנסת אור ציון - חולון,1/7/2020,08:00 - 09:00,34.78085440000010,32.01479800000000
1276491,"סמטת הר סיני 13, גני תקווה",28/6/2020,11:00 - 20:00,34.87579400000000,32.059834900000100
1276492,"סמטת הר סיני 13, גני תקווה",29/6/2020,11:00 - 20:00,34.87579400000000,32.059834900000100
1276493,מנוחת עולם - נתניה,29/6/2020,11:00 - 12:00,34.88432810000010,32.29500630000010
1276494,היכל התרבות - תל אביב יפו,28/6/2020,20:00 - 23:00,34.78036920000010,32.07291170000010
1276495,"בוגרשוב 13, תל אביב יפו",1/7/2020,08:00 - 08:30,34.769030600000100,32.07743050000010
1276496,"גנרל פייר קניג 39, ירושלים",30/6/2020,21:00 - 21:30,35.21452780000000,31.75224250000010
1276497,"בית כנסת רשב""י רמלה - רמלה",29/6/2020,19:00 - 22:00,34.860702100000000,31.92728060000010
1276498,אולם אירועים ארמונות פרידמן - בני ברק,28/6/2020,22:30 - 23:00,34.84208690000000,32.07678640000010
1276499,"יוסף רוזובסקי 8, פתח תקווה",3/7/2020,11:00 - 12:00,34.914278800000000,32.068809300000100
1276500,מרכז הספורט לידר - גני תקווה,28/6/2020,09:00 - 10:00,34.87566450000000,32.056216300000100
1276501,"הברזל 11, תל אביב יפו",28/6/2020,13:00 - 15:30,34.836744800000100,32.107362300000000
1276502,סילו - חולון,30/6/2020,18:00 - 19:00,34.79832710000010,32.00409520000010
1276503,פורטופינו - רמת השרון,29/6/2020,10:00 - 11:00,34.84378400000000,32.14258780000010
1276504,פורטופינו - רמת השרון,1/7/2020,16:00 - 17:00,34.84378400000000,32.14258780000010
1276505,כפר קאסם - כפר קאסם,28/6/2020,16:00 - 17:00,34.96438600000010,32.11409200000000
1276506,"שדרות אריאל שרון 8, אור יהודה",2/7/2020,18:00 - 21:00,34.857177300000000,32.02179490000000
1276507,"ביאליק 6, ראשון לציון",29/6/2020,14:00 - 14:15,34.80207450000010,31.96476670000000
1276508,אולמי אירועים ברון - קרית שמונה,29/6/2020,21:00 - 23:55,35.575193900000000,33.194623000000000
1276509,זה סושי - בזל - תל אביב יפו,30/6/2020,19:30 - 22:00,34.78031170000000,32.09002160000010
1276510,באולינג פארק אשדוד - אשדוד,29/6/2020,18:30 - 20:30,34.66363250000010,31.810610100000100
1276511,דן אילת - אילת,27/6/2020,00:00 - 10:00,34.96523920000000,29.54879170000000
1276512,"בן יהודה 23, תל אביב יפו",28/6/2020,12:00 - 13:00,34.76796870000000,32.07626710000010
1276513,"אליעזר בן יהודה 23, חולון",29/6/2020,12:00 - 13:00,34.77995740000010,32.02257950000010
1276514,"בן יהודה 23, תל אביב יפו",30/6/2020,12:00 - 13:00,34.76796870000000,32.07626710000010
1276515,הקניון הגדול פתח תקוה - פתח תקווה,28/6/2020,17:30 - 19:30,34.86547920000000,32.093218500000000
